Article,Year,Month,Day,Headline,Content
40,2010,11,29,Colts Camp And Banquet Weekend A Success,"<p>The annual banquet for the Colts organization was also held during the camp weekend at the Colts Center. Over 250 attended the banquet, which was a celebration of the 2010 seasons just concluded. The normal school facilities used by the Colts were unavailable due to the holiday weekend, so alternate arrangements were made. Special thanks go to Nativity Church for allowing the use of their school, and to the YM-YWCA for providing shower facilities and to Westminster Church for the use of their kitchen.Many volunteer parents pitched in to make the weekend a success as well.</p>  <p>A performance showcasing the work that was accomplished over the weekend was held on Sunday afternoon.</p>  <p>The next and final audition for the Colts will be held in Dubuque on December 17-19. Further details will be posted on the Colts web site.</p>"
39,2010,8,16,"What A Year! Colt Cadets Make Finals, Colts Miss By Just A Little","<p>The Cadets set records for themselves this year in placement and score and the Colts achieved a level of performance that captured the audience both days at finals and throughout the country during the summer. The Cadets were amazing all through the week and put on performances that were natural and exciting extensions of several years of stable yet dramatic improvement in all areas of their program. Congratulations to the staff and members of both corps on great and very, very successful seasons. Now, let the marching band season begin...</p>  <p>We at the Colts now unpack and begin next year all at the same time....</p>  <p>Today it feels a little overwhelming. Trucks full of instruments, food, uniforms and flags, and a vision are all we have to start with. Out of that will come an even more amazing experience for over 225 members of the Colts and Colt Cadets in 2011. We prepare to do it all over again, yet we prepare to do it all fresh and new. No two seasons are ever the same, (even comparing my 26 of them!) yet I am certain that no two seasons will be as different as 2010 compared to 2011 on many levels.</p>  <p>We're keeping the many things that work extremely well here exactly as they are, and we're taking a hard look at the areas we can and should do better. Excellence is a very demanding standard, yet it is what we strive for in every aspect of what we do. And while we can't use competition as the only, or even the most important measurement of our organizational excellence, it is important. In that area, particularly to the outside folks who are looking in, only one of our two programs was ""successful"".</p>  <p>We know that both corps were quite successful, and to finish where the Colts did requires an amazing drum corps full of amazing members, but to the outside world, the Cadets ""made it"". The Colts did not. While we do so many things so well, we have to do well, on a world-class level, compared to the very best in the world, in every area of our programs.</p>  <p>One of our goals for the Colts was to be in finals. We came up short. We were good enough to make finals, but so were others, and we were not good enough to make finals early enough in the season to have the inside track to a position. There are few surprises finals week, and frankly, the corps that made finals deserved to be in finals. But so did we. There just weren't enough slots in finals to accommodate all the corps that deserved it.</p>  <p>I have no doubt in my mind that the performance we put on in Semi Finals was over and away the finest performance in the history of the Colts. And probably better than any Colts finals performance in previous seasons. And I think the audience concurred. Congratulations. So, we didn't leave regrets and both of our corps were amazing, we have to be better every year in every area - on and off the field. And we will be. Starting today.</p>  <p>The 2011 season is here. It will look strikingly similar and strikingly different at the same time. It will be amazing. The hard work has already begun. Congratulations to our members, staff, volunteers and supporters on a tremendous season, and thank you for your trust and support. This year is your's to cherish forever. You earned that right.</p>  <p>Next year is now. Welcome!</p>"
38,2010,6,28,Colts Receive City Grant,<p>The program consists of a competitive grants process and is open to local 501 c 3 organizations. An appointed commission reviews the grants and forms a recommendation for City Council action.</p>  <p>Funding for the arts is an important facet of Dubuque's strategic plan. The funding comes available with the new city fiscal year beginning July 1.</p>  <p>This is the fifth year of the program and the fourth year the Colts have received funding. </p>
37,2010,6,9,Colts Receive Grant,"<p>Mystique Casino has announced grant recipients for 2010 and the Colts are pleased to announce they have received funding for a newer 15 passenger van.</p>  <p>The Dubuque Racing Association/Mystique Casino is a paramutuel dog track and casino located in Dubuque and owned by a non-profit organization. It recently celebrated its 25th anniversary.</p>  <p>The DRA/Mystique Casino has made money available for non-profit organizations through a competitive grant process every year since 1985, and in that time, has contributed over $30,500,000 to non-profit organizations in and around Dubuque, including over $1,200,000 in 2010.</p>  <p>The Colts have received funding in all but one of those years and in total are the 5th largest recipient organization, receiving nearly $300,000 in that time. These contributions have been used for instruments, uniforms, our current souvenir truck and trailer, building remodeling and vehicle upgrades.</p>  <p>This year, over 175 non-profit agencies received funding, and the grant the Colts received was one of the ten largest awarded.</p>  <p>The new van will be on tour with the Colts beginning later this month.</p>  <p>Our thanks to the Mystique Casino for their on-going and valuable support of the Colts organization.</p>"
36,2010,2,21,Colt Cadets Start Today!,"<p>Rehearsal is a go! With poor weather in some areas, please do not put yourself in harms way to get here. Our 2nd rehearsal is next weekend, Feb 28 from 1-5 pm at Jefferson Middle School in Dubuque.</p>  <p>Cadets web pages have been updated also. Go to Youth Programs, select Colt Cadets and navigate from there. General information and summer schedule contain 2010 information - keep your eyes posted for the upcoming announcement of the 2010 Cadets show!</p>  <p>We meet with parents at all rehearsals, and there is no audition or RSVP necessary. Questions? Visit a rehearsal or email colts@colts.org.</p>"
35,2010,1,19,Colts Announce 2010 Program,"<img src=""/img/news/2010_show.jpg"" alt="""" class=""alignleft imageborder""><p>Bret Kuhn, program coordinator, along with the entire Colts design team are pleased to announce their 2010 program: True Colors.</p>  <p>The Colts will be playing selections by Michael Torke, Jeff Beal, Billy Steinberg-Tom Kelly and Paul Halley.</p>  <p>Additional details to follow...</p>"
34,2009,11,29,Chase Giving Program - Thank You For Your Support!,"<p><b>If you are a Facebook user here's how to do it</b> Follow this link to Facebook: <a href=""http://apps.facebook.com/chasecommunitygiving/charities/818143"">Chase Community Giving</a></p> 			 <p>The link takes you directly to the page where you vote for the Colts. You have to first become a fan of Chase Community Giving and then you can vote for us. Once you have voted, spread the word - write on the wall of all your friends and the <b>follow-up</b> to make sure that they actually vote for us! We need every member of the Colts Family to get at least 25 other people to vote!!!</p>  <p><b>IF YOU ARE NOT ON FACEBOOK YOU CAN STILL HELLP - COPY AND PASTE THE TEXT BELOW INTO AN EMAIL AND SEND IT TO ALL THE PEOPE IN YOUR ADDRESS BOOK.</b> A good number of them will click through to Facebook and vote for us - even if they have never heard of the Colts. They will do it if you ask them to!!!</p>   <p>Thanks in advance for your support!</p>"
33,2009,9,16,New Horizons Band Beginning in Dubuque!,"<p>Mike Grimes, Colts Operations Director, attended the introduction meeting hosted by John Woodin last Saturday, September 12th in the Colts Center. New Horizons Band is for beginning musicians, soon to be musicians and for seasoned-veteran musicians alike. If you have never played an instrument, but have the desire to learn, this program will be for you! The only catch? You must be at least 50 years old to join.</p>  <p>New Horizons Music is an international program that provides entry points to music making for adults, including those with no musical experience at all and also those who were active in school music programs but have been inactive for a long period. Many adults would like an opportunity to learn music in a group setting similar to that offered in schools, but the last entry point in most cases was elementary school. New Horizons undertands that for most of the last century, about 15 - 20 percent of high school students nationally participated in music. From that, they can estimate that at least 80 percent of the adult population needs beginning instruction in order to participate in making music. New Horizons Music programs serve that need.</p>  <p>Stop in during their Open House Saturday, September 26, from 11 am - 1 pm, at Kephart's Music Center on Hwy 20. Try out the band instruments and see what fits you best. Professionals will be there to help. You may purchase or rent to own arrangements may be made through Kepharts. Kepharts will even check out your old instrument to make sure it is still in playable condition.</p>  <p>Group Lessons Through the Northeast Iowa School of Music for seniors with no musical experience. Small group lessons will begin the first week in October. Nine one-hour lessons are only $95. There is a minimum of three students per group, with time/day arrangements to be made that best fits your schedule. When you feel you are ready to perform, you may join the band.</p>  <p>If you already play a band insrument you may join the band immediately! Weekly rehearsals are from 6:30 - 7:30 pm Monday evenings at the Colts Center downtown (1101 Central Ave.)Mr. John Woodin will be directing the ensemble. The cost is only $25 for the first 9 weeks, with the first rehearsal on October 5th.</p>  <p>What happens after the first 9 weeks? This is a pilot program, made possible through a grant from the City of Dubuque. New Horizons fully expects to keep this program going on after the holidays. Additional sessions of lessons and rehearsals will be added with the input of those who participate in the pilot program.</p>  <p>For more information please contact www.newhorizonsmusic.org or www.nisom.com.</p>  <p>Northeast Iowa School of Music<br> 2728 Asbury Rd.<br> 2nd floor of the Springs Bldg at Fountain Park<br> Dubuque, IA 52001<br> 563-690-0151 phone<br> 563-690-0152 fax<br></p>  <p>Please visit the Colts website for future information regarding New Horizons, and click here for the New Horizons brochure link. <a href=""/images/newhorizons.pdf"">Brochure</a></p>"
31,2009,7,16,Colts Sadly Announce Beth Miller's Passing,"<p>Beth Miller's obituary can be found here: <a href=""http://www.thonline.com/obits/obituary.cfm?id=250021""> Telegraph Herald's obituary for Beth Miller</a></p> 				<p>A Beth Miller memorial fund is being established by the Colts.</p>"
30,2009,7,2,Music On The March Sells Out!,"<p>For the first time ever, the stadium was a near sell out, with over 2,600 on hand. We have on hand ONE reserved seat ticket that was not sold, and general admission seats spilled into the grass on either side of the seating and even a few spectators sitting on the back side!</p>  <p>Music on the March has always been well attended, but always fell 300 to 500 seats short of a full stand.</p>  <p>The combination of the great line up (six of the top 15 in the world), cool pleasant weather, and the extra publicity the Colts have had all year from the Inaugural Parade, the chance to play for the annual Chamber of Commerce dinner and frankly a better job with promotions all came together.</p>  <p>The Colts and Cadets continue on tour from here and the Cadets now prepare for some local events in July culminating with Music on the March 2 on Friday, July 31 at Dalzell Field.</p>  <p>Thank you for your support!</p>"
29,2009,6,12,Colts Receive Two Grants,"<p>The Dubuque Racing Association is the non profit organization that holds the gambling authority for the Dubuque Greyhound Park and the Mystique Casino and also licenses the Diamond Jo Casino.</p>  <p>Their operating charter directs a percentage of profits to non profit organizations every year. It is a competitive grant process and the Colts were one of nearly 250 agencies to receive funding this year.</p>  <p>We have received a grant every year but one since this program started in 1987. In total, since 1987, the Colts have been fortunate to received from the DRA over $240,000 in support of capital investments.</p>  <p>The City of Dubuque provides operating support for major and established Arts and Culture organizations located in Dubuque who provide year-round programming for Dubuque citizens. A total of $200,000 is allocated each year in the City budget, and an appointed Arts and Culture commission decides on an allocation to the groups who qualify.</p>  <p>This is the largest grant the Colts have received from this program since the Dubuque City Council initiated it in 2006.</p>"
28,2009,1,20,We're Ready!,"<p>We left from Dubuque at 3 p.m. on Saturday and arrived at this wonderful campus at Gallaudet University in Washington DC at 7:15 p.m. Sunday night. Yes, we were supposed to be in at 5:30.... Blizzard conditions with drifting snow from Bettendorf to around Peoria at 35 mph. Then, freezing rain from Bloomington, IL to Indianapolis, at 45 mph, then ice covered by 3 inches of slush and snow, with wind, from eastern Ohio until mid-Pennsylvania, at 40 mph and then topping it off, a failed generator on a bus that put us on the side of the thruway in Central Pennsylvania.</p>  <p>Never a problem only an inconvenience!</p>  <p>We passed luggage back to the semi, with a 'chain gang' that stretched 200 feet past five other buses, then got back on the bus to grab our personal bus things, then found our seat on one of the other five buses, with room for all using the extra seats we'd planned into our plans as a contingency and moved out in 40 minutes (the bus is already fixed and we'll pick it up on the way home Wednesday morning!).</p>  <p>We had rehearsal Sunday night, which was the first time we played the music together, learning the all new music we arranged just for the parade and working out the color guard work that was written on an email.</p>   <p>We got up this morning at 8 and rehearsed as a full ensemble at 11, with everything together for the first time.</p>  <p>This afternoon, outside in a little snow flurry, we put the marching program together and by tonight at 11, we were ready for bed, completely ready to be amazing before the world!</p>  <p>Mayor Roy Buol stopped by today to wish the members well and got to be the first of several million people to hear our music for the parade.</p>  <p>We've also fit everyone in a uniform, including our new color guard uniforms, specially designed and made for the parade, with everyone looking great, in a total of 22 hours. Custom-made and sewn flags arrived Saturday and the guard uniforms arrived Friday.</p>  <p>We are in the first division, number 19 in the a parade overall and we will step off at approximately 2:45 p.m. eastern time before the world. We have KWWL television, channel 9, KCRG television channel 7 and the Telegraph Herald traveling with us and filing regular reports and today we had a television crew from British broadcasting stop by to do a story on us for England. Thank you for making this amazing experience possible for us all! Mind Frame theater in Dubuque is showing the entire inaugural starting at 10:30 a.m. including the parade, and most news channels are showing it live as well.</p>  <p>Proud to be from Dubuque, Iowa, the Colts! 119 in the parade and another 125 in support of the corps and sharing history today! Thank you for your help in making it possible! We're waking the members in an hour! Wish us well and give us all your support!!</p>  <p>Secret Service security clearance checks start at 7:30 at the Pentagon! Here we go! We plan to leave DC at 9:30 Tuesday night following a banquet celebration at the University, and we will arrive home in Dubuque at 10 p.m. on Wednesday night.</p>  <p>Thursday we'll all be back in school, back at the jobs and getting back to 'real life' but we will all go forward in our lives with a special and lifetime experience that we'll never forget.</p>"
27,2009,1,15,Colts Inaugural Trip Schedule,"<p>Final plans for the Colts Inaugural parade trip are in place and departure is scheduled for 3 p.m. on Saturday from the Colts Center, 1101 Central Avenue in Downtown Dubuque.</p>  <p>MindFrame theater, located behind Kennedy Mall, is showing the entire Inaugural event live on their big screen room beginning at 10 a.m. This will include the parade coverage as well, live in full sound and color. KCRG TV 9 and KWWL Television, channel 7 are sending reporters with us for up-to-date reports from the Colts. The Telegraph Herald is also sending reporters with us to provide up close coverage of the trip and the entire experience.</p>  <p>We will be traveling with five buses, our semi trailer, two large passenger vans, and our box truck. Members are from Dubuque, throughout Iowa, plus more than a dozen other states, and are traveling to DC in many ways. Most are leaving from Dubuque, some are being picked up along the way and some are meeting us in DC. Everyone will convene for the first time on Sunday evening and we will have our first music rehearsal for the parade then. A full day of rehearsal on Monday will follow, and by Tuesday afternoon, we will be ready to go!</p>  <p>We are traveling with a total of 242 people, and we are marching 119. We have provided a list of <a href=""/documents/DCIdeas09.doc"">DC Tip and Ideas</a> for the spectators traveling along with us.</p>  <p>The estimated start time for the parade is 2:30 to 3:00 p.m. eastern time on Tuesday afternoon. The Colts are number 19 in the parade  right up front! <a href=""/documents/ParadeRoute.pdf"">[Click here for a map of the parade route]</a> </p>  <p>We will depart DC Tuesday evening and arrive back at the Colts Center by 10 p.m. Wednesday night. To all who made a financial contribution to our trip, a huge THANK YOU for your support! To those traveling with us, welcome to the largest Inaugural celebration in American History!</p>  <strong><p>A detailed scedule of our entire trip follows here:</p></strong>  THE COLTS INAUGURAL TRIP - SCHEDULE AND LOGISTICS<br>  <p>DC Housing: <a href=""https://www.gallaudet.edu"">Gallaudet University</a>: Model Secondary School for the Deaf, 800 Florida Ave NE, Washington, D.C. 20002<br>  We will provide lanyards with a sleeve that identifies all of us as part of our group. These will be worn on the school grounds, and marching members will wear these under their uniform jackets.<br></p>  SATURDAY, JANUARY 17<br> 10:00 am Prep, fuel buses and other vehicles as needed. Semi & souvenir truck loading.<br> 12:30 pm Arrival at Colts Center, check out instruments, move all luggage into hall for later loading onto buses with crews. (try not to arrive earlier  we are hosting the Farmers Market until 12:15)<br> 1:00-2:15 Rehearsal for all participants in Colts Center and at Prescott Elementary School. Loading continues. Volunteers needed to move UNLOADED personal cars that belong to participants who are rehearsing to GMC Truck Country (highway 61 south of town), then return in one bus to Colts hall from GMC after dropping cars. Keys must be marked for return to owners! We will stop there on the way back to pick up cars. Owners must have their keys. Also, loading bus bays.<br> 2:30 pm	 Load instruments into truck and finish loading luggage into buses. (Leave appropriate bays empty for pick ups along the way, including Indianapolis. These will be marked)<br> 3:00 pm	 Depart for DC. Our travel route is Highway 61 South to I-80 east to I-74 east to I-70 east to DC area.<br> 5:15 pm Arrive Andover Rest Stop, I74 Exit 28 (do not leave cars here). Rest stop.<br> 5:45 pm	 Depart rest area.<br> 7:45 pm	 Arrive Bloomington Pilot Travel Center, I74/55 Exit 160 (a) (Illinois Highway 9, east). Fuel vans/souvenir truck. Pick up stop. You may leave your car here, but you must check in with Alan, their security guard, at the Pilot Fuel desk after 6 pm. He will direct you to the appropriate location.<br>  8:30 pm	 Depart Pilot stop. (losing 1 hour for eastern time zone next leg)<br> <br> SUNDAY, JANUARY 18<br> 12:30 am (EST) 	Arrive Indy Flying J Truck Stop, I74/465S Exit 4. Pick up drive-in and airport people here. This is the scheduled extended fuel stop for buses and all vehicles. (Suggestion  folks driving into Indianapolis can park at the airport long-term parking and ride with us from the airport) Greg will drive one bus to the airport for pick-ups. 2nd shift drivers on duty - please fuel. Passengers allowed purchases here. We will return to Flying J with the airport people and re-distribute bus seating there. Luggage will stay under the airport pick up bus.<br> 2:00 am Depart rest stop<br> 5:15 am	Arrive Columbus, OH Pilot Travel Center, I70 Exit 94. Fuel vans/souvie. <br> 6:00 am Depart rest stop<br> 8:00 am	Arrive Rest Area, I70 Exit 211. Breakfast served. 3rd shift drivers on duty.<br> 9:15 am Depart rest stop<br> 11:45 am Arrive Somerset, PA Service Center on Tollway. All vehicles fuel. Lunch Served. <br> 1:00 pm Depart rest stop<br> 3:00 pm	 Arrive Fuel Stop Hagerstown, PA I70 and US Highway 63. Last Restroom stop before arrival in DC. Fuel vans/souvenir truck, buses if it is an efficient stop. The lead check-in van departs immediately after fueling to housing for pre-arrival arrangements<br> 4:00 pm Depart rest stop<br> 5:30 pm Arrive Gallaudet University, unload and settle in. Set up food & uniform fitting area.<br> 6:00 pm Orientation meeting for everyone<br> 6:30 pm Dinner (brought in), showers, settle in<br> 7:30 pm Sectional rehearsals. Free time for spectators and non-participants. Begin fitting uniforms. Depart to Iowa Party for over 21 non-participants.<br> 7:30 -10:30 <a href=""/documents/IowaCelebration.doc"">Iowa Party</a> for 21 and over at Capitol City Brewing Company: (2 Massachusetts Avenue NE, Washington, D.C. 20002). Transportation will be offered.<br> 10:30 pm Snack, showers for participants and others.<br> 12 midnight Lights out for under 18. (logistics to be determined for this aspect)<br> <br> MONDAY, JANUARY 19<br> 8:00 am	 Performing members up, showers, breakfast. (performing members have first priority this morning). Clear gym floor of sleeping stuff and bags to allow room for rehearsals.<br> 9:30 am	 End of breakfast service for all. All day  free time for spectators. Tour options/suggestions available and attached. Bus shuttles to metro station may be arranged. TBD. <a href=""/documents/MetroMap.pdf"">[Click here for Metro map]</a>. Spectators may pack a sack lunch during breakfast to take along. Food service will be challenging today given the crowds expected in and around DC.<br> 9:00 am	 Sectional rehearsals. Continue fitting uniforms.<br> 9:15 am	 Spectator informational meeting. Attendance is strongly encouraged. <br> 11:00 am Full music ensemble rehearsal in gym or outdoors.<br> 12:00 noon Lunch. Performing members eat first, please.<br> 1:00 pm	 Visual rehearsal for full ensemble, probably outdoors.<br> 4:00 pm	 Rehearsal of exact parade route in chronological order (turns, music cadence in and out of music, movement skills, drum click areas, timing for reviewing stand, etc). Several reps on this! Wear shakos and plumes.<br> 5:00 pm	 Dinner for all, performers please eat first<br> 6:30 pm	 Full ensemble rehearsal in full uniform. Individual photos to be taken during rehearsal. Step in and out of rehearsal as needed for this process.<br> 8:45 pm	 Full corps photographs<br> 9:00 pm	 Quick full corps meeting to review bus loading process. Double check all plans individually. Reminder check on what is allowed for participants to bring on the buses. <br>  9:15 pm	 Full group meeting for participating members and everyone else who is at housing. Loading process begins as possible.<br> 10:00 pm Snack, showers.<br> 11:00 pm Lights out for everyone under 18 and strongly suggested for all participants!<br> <br> TUESDAY, JANUARY 20<br> 5:00 am Performers up, shower, breakfast. DOUBLE CHECK EVERYTHING YOU NEED. There is NO chance to recover from a screw up from this point forward! We cannot go near you until after the parade!<br> 6:00 am	 Performers depart on three performer buses only. Marching members only allowed on these buses or on this leg of the trip.<br> <br> EVERYONE - PLEASE READ CAREFULLY REGARDING PARADE DAY SECURITY!<br> 7:00-7:30 am Begin Pentagon security check point process, including complete security inspections of our three buses and our participants. NO ONE ELSE (parents, staff, anyone) IS ALLOWED HERE! We will politely flow through their security systems, and move to the staging areas according to their methods, their flow and THEIR schedule. Dress WARMLY and be EXTREMELY PATIENT!!!! They will search you, they will search the buses and you will not be allowed back on the bus until THEY say so. At that point, a Secret Service agent will escort you to your respective bus, one agent per bus. You may not get off the bus again without a personal security escort until we arrive at the staging area for the parade, which will flow down a protected route reserved for parade participants only. Note: The Secret Service will have absolutely no sense of humor today! YES SIR, YES MAAM is about it for comments. NO MATTER WHAT! Some of this will probably NOT make sense to you, but regardless see above. ONE designated bus driver is allowed per bus, who must stay with the bus, along with his/her new best friend, the Secret Service agent, for the entire day. Further note: We were required to give the Secret Service the right to challenge you for your credentials at any time from this point in the day forward until the end of the parade. If so, step out, cooperate, say thank you and get back in! You MUST have a photo ID and your Secret Service clearance card with you in your lanyard at all times today! Warm up will take place after we arrive at the staging area for the parade and members will be served a box lunch prior to the parade, provided by the Inaugural. No one is allowed near the members at the staging area at any time.<br> <br> 5:45 am	 Breakfast for spectators. Serving until 6:30 a.m. SPECTATORS, DEPART WITH A SACK LUNCH! Food service will be extremely challenging at the parade route. We have no opinion about what you may find for rest rooms, either!<br> 7:00 am	 Earliest time you may be on the parade route. We strongly suggest you are there by then! Allow a 30 minute walk time in the event the wait for the metro rail or metro buses is prohibitive! The parade route may be closed to spectators if it reaches capacity!<br> 11:30 am Inauguration ceremony begins at Capitol. No playing of any kind during swearing in ceremony at the staging area  from approximately 11:30-12:30 for quiet time.<br> 2:30 pm ESTIMATED parade step off time. We are in the first division, number 19 at the front of parade. From step-off to end of parade, approximately 45 minutes constant forward motion.<br> 6:00 pm	 All back to housing by now. Showers, load trucks as possible, clean school, double check travel arrangements, bus loading.<br> 6:30 pm	 Dinner at school in cafeteria, courtesy of Gallaudet University cooks. <br>  9:00 pm	 Finish loading buses as needed, social time. Careful to load the bus bays as labeled according to stops on the way home<br> 9:30 pm	 Depart for Dubuque. <br>  11:00 pm Fuel stop Hagerstown I-70 and US 63. (fuel all vehicles, bus fuel optional depending on set up here)<br> 11:45 pm Depart rest stop<br> <br> WEDNESDAY, JANUARY 21<br> 1:45 am	 Somerset, PA Service Center on I-70. Fuel all vehicles, plus buses if not fueled earlier<br> 2:30 am	 Depart rest stop<br> 5:00 am	 Rest area exit 211on I-70 (or immediate area). Quick restroom break and driver switch<br> 5:30 am	 Depart rest stop<br> 7:30 am	 Pilot station, Columbus, OH, I-70 exit 94. Fuel vans and souvenir truck. Breakfast stop.<br> 8:45 am	 Depart rest stop<br> 12 noon	 Arrive Flying J in Indianapolis. Bus shuttle to airport departs. Fuel all vehicles. Lunch.<br> 1:15 pm	 Depart rest stop. We gain one hour on this leg when returning to Central Time.<br> 4:00 pm	 Pilot Travel, I-74/55 at exit for Illinois highway 9, Bloomington IL. Fuel small vehicles. Dinner served here.<br> 5:15 pm	 Depart rest stop<br> 8:00 pm	 Arrive Flying J truck stop, I-80 at exit 292 (3 miles west of Davenport). Fuel as needed.<br>  8:30 pm	 Depart rest stop<br> 10:00 pm Arrive Dubuque at the Colts Center. We will stop at GMC truck country on the way into town to pick up cars, but we will NOT unload the luggage bays or other baggage at GMC. Drive your cars directly to the Colts Center for unloading of everything at once there.<br> <p>DISMISS!</p>"
26,2008,12,8,Colts Selected For 2009 Inaugural Parade,"<p>The Colts Drum & Bugle Corps has received confirmation from the Armed Forces Inaugural Committee (AFIC) that they have been selected to represent the State of Iowa in the 2009 Inaugural Parade on Tuesday, January 20, in Washington, D.C.</p>  <p>An <a href=""/documents/InauguralParadeOverview.pdf"">overview of the Colts Inaugural Parade plans</a> was released at their annual awards banquet on Saturday, November 29. All Colts members and alumni are invited to participate in the parade.</p>  <p>The Colts were one of several marching units from across the state that submitted a formal application to the AFIC in mid-November. Their selection brings great pride to an organization that has been providing outstanding musical performance and education since their founding in 1963.</p>  <p>From Iowa Governor Chet Culver's letter of endorsement, he writes, ""In 2007, I was pleased to name the Colts as <i>Iowa's Ambassadors of Music</i> in recognition of their longstanding commitment to developing leadership in young people through challenging and highly demanding music programs.""</p>  <p>Iowa Senator Pam Jochum called Greg Orwoll, Colts Executive Director, with congratulations and well wishes upon hearing the announcement. ""Our inclusion in the Inaugural Parade is an incredible honor. We will be proud to represent the State of Iowa in this historic event,"" said Orwoll.</p>  <p>U.S. Congressman Bruce Braley, Iowa's First Congressional District Representative, wrote, ""The Colts Drum & Bugle Corps would be a superb representative for our state. As one of the nation's premier drum and bugle corps, they exhibit an extraordinary degree of musicianship and perform at a spectacular level.""</p>  <p>Letters of support were also submitted by U.S. Sen. Charles Grassley (IA), U.S. Rep. Leonard Boswell (IA), U.S. Rep. Steve King (IA), U.S. Rep. Tom Latham (IA), U.S. Rep. Don Manzullo (IL), former Governor Tom Vilsack (IA) and Iowa Speaker of the House Pat Murphy, along with the Iowa Dept. of Cultural Affairs, Dubuque Mayor Roy Buol, Dubuque Area Chamber of Commerce, Dubuque Community Schools Superintendent, Community Foundation of Dubuque, and Dubuque Symphony Orchestra.</p>  <p>Thank you to all of the individuals who wrote letters of support and assisted with the application process. Special thanks to Colts Board Member Peter Hansen for the inspiration, concept, research, and time invested in creating this opportunity on our behalf.</p>  <p>To find out more about the Colts, download this <a href=""/documents/ColtsInauguralFacts.pdf"">Fact Sheet</a> that was included with the Colts inaugural parade application packet.</p>  <p>Further details regarding participation, planning, donor support, and logistics of our trip to Washington, D.C., will be released Wednesday, December 10, on the Colts website.</p>"
25,2008,12,4,Congrats to 2008 Colts and Colt Cadets!,"<p>What a great weekend for the Colts Family! The banquet allowed us to hear final words from many of our age outs, and the kick off meeting on Sunday introduced the staff and excitement of 2009. If you were unable to be here with us, we wish you could have been to share the experience!</p>  <p>The banquet allowed us to recognize our achievements, as well as the outstanding contributions of both members and volunteers. Awards presented for the Colts and the Cadets members were:</p>  <p><strong>Cadets:</strong></p>  <p>Outstanding First Year Member:<br>  Brass - David Oliver<br> Guard - Precious Dela Rosa<br> Percussion - Blayze Windham<br></p>  <p>Most Improved:<br> Brass - Christian Marty/Kevin VanDenBerg<br> Guard - Julietta Marty	<br> Percussion - Matt Stine/Devin Wolf<br></p>  <p>Outstanding Section Member:<br> Brass - Anna Rechtenbach<br> Guard - Dany Lynn<br> Percussion - Ryan Farris/Josh Wernimont<br></p>  <p>Colt Cadet of the Year:<br> Ryan Farris/Josh Wernimont</p>    <p><strong>Colts:</strong></p>  <p>Outstanding First Year Member:<br> Brass - Casey Hallahan<br> Guard - Leah Behning/Chris Sparks<br> Percussion - Justin Brenneman<br></p>  <p>Most Improved Member:<br> Brass - Mallory Cox/Laura Christy<br> Guard - Cody Freiburger <br> Percussion - Donovan Glass<br></p> 		 <p>Outstanding Section Member:<br> Brass - Scott Oliver<br> Guard - Jessica Dunkel <br> Percussion - Megan Francomb/Nic Goodman<br></p>  <p>Visual Awards:<br> Most Improved - Alex Giddings<br> Outstanding - Chris Hansen<br></p>  <p>Colts Member of the Year, ""Robert M. Buelow Award"":<br> Keenan Cox/Scott Oliver<br></p>  <p>Age out awards were presented 35 members of the Colts. These individuals and marching years were:<br>  Matt Block, 1<br> Curtis Brown, 1<br> Heather Cotney, 1<br> Allyson Fairchild, 1<br> Michael Harris, 1<br> Ashley Hyme, 1<br> Miho Nakao, 1<br> James Nemecek, 1<br> Tom Odon, 1<br> Jacob Pratt, 1	<br> Michael Rotenbury, 1<br> Tiffany Stupica, 1<br> Rachelle Temple, 1<br> Adam Weisenberger, 1<br> Ben Baggett, 2<br> Donnie Cutting, 2<br> Beth Hoover, 2<br> TJ Kerwin, 2<br> Tim Kiefer, 2<br> Chris Koenig, 2<br> Saori Terao, 2<br> Jaclyn Wessol, 2<br> Doug Bogatz, 3<br> Jennifer Cooper, 3<br> Sarah Erickson, 3<br> Nic Goodman, 3<br> Katie Maus, 3<br> Christina Schuler, 3<br> Brianna Seidlitz, 3<br> David Hartig, 4<br> Alex Navrotski, 4<br> Mariela Alvarez, 5<br> Kendall Kruse, 5<br> Jessica Dunkel, 6<br> TJ Higgins, 6<br> We will miss their 81 years of combined experience. Congratulations to all age outs!</p>  <p>The Sunday meeting was a very successful and exciting kick off for the 2009 season. Staff for the Colts and Colt Cadets gave overviews of the direction of the program for the year.</p>  <p>Please send your RSVP for December camp today! Membership materials have been mailed in advance of our first rehearsal, December 19-21 in Dubuque. Please let us know your plans for the upcoming year! The Cadets will begin rehearsals on February 1, 2009.</p>  <p>Our upcoming year celebrating the 46th Anniversary of the Colts Organization promises to be exciting and successful. </p>"
24,2008,10,30,Colts Are Pleased To Announce Their 2009 Production,"<p>The Colts Design Team is excited to introduce their 2009 program, ""Fathoms.""</p>  <p><a href=""/fathomspreview.asp"">CLICK HERE</a> to go the the 2009 Colts Program web page and download our recruiting video.</p>  <p>Watch for more details about the program to be announced soon!</p>"
